,name,price,image_url,description,size,brand,rating,review
386,NIVEA MEN Deep Body Lotion For Men - 400ml (Pack Of 2),"KSh 1,005",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/61/082586/1.jpg?3592,Enriched with Black Carbon which gives you a fresh feeling and confidence all day longLeaves your skin feeling hydrated and healthyProvides intense 48 hour moistureSkin dermatologically approvedFast absorbing on the skin ,,NIVEA MEN,4.7 out of 5,You need to try One  | Perfect | Really good 
387,NIVEA Soft Moisturizing Cream - 75ml,KSh 439,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/02/675976/1.jpg?8831,Brand NiveaOffering unbeatable value for moneyProviding shoppers with varietyShoppers can purchase items for their every needTop Quality ProductsAffordable Price,,NIVEA,4.2 out of 5,Good moisturizer but doesn't remove acne or anything just keeps your face really moist  | I started using Nivea soft moisturizing cream less than a week ago. And to be honest I feel moistized all day long. It's really the best moisturizer I've used so far. | My skin loves it and it's glowing
388,Maybelline Volume Express Colossal 100% Black Mascara,KSh 999,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/91/7829/1.jpg?1212,"Create a bold, 100 Percent carbon black lash lookNo clumps, the colossal brush and enriched plumping formula will give you a powerful eyelash look without clumpingColossal brush, colossal volume, colossal impactOphthalmologist-testedSafe for contact lens wearers",,Maybelline,4.5 out of 5,The scent is a bit strong but overall it is a good product | It's long lasting and makes the eyelashes fuller | exactly what I wanted.
389,Maybelline Fit Me Hydrating Primer Luminous And Smooth,"KSh 1,299",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/98/961734/1.jpg?5803,Not Available,,Maybelline,4.6 out of 5,Perfection  | It sure does hydrate and give you a glow | It's quite hydrating.
390,Maybelline Lifter Gloss Petal With Hyaluronic Acid,"KSh 1,700",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/04/019916/1.jpg?2496,"Lifter
Gloss with Hyaluronic Acid: This lip gloss formula with Hyaluronic Acid visibly
smoothes lip surface and enhances lip contour, drenching lips with high shine
for hydrated, fuller looking lipsNext
Level Shine: This moisturizing gloss leaves lips feeling hydrated and looking
smoother and fuller; It comes with an XL Wand to enhance lip contour with shine
and transform lips in 1 swipeLet
Your Lips Do the Talking: Find the perfect red lipstick and matching lip liner,
collect each of our exclusive lip gloss shades, or treat your lips to lip balms
that heal, protect, and beautifyCreate
Any Look: Our foundations, bb creams, concealers and highlighters create a
perfect canvas; Make eye looks with eyeshadows, brow pencils and eyeliners, and
perfect your pout with lipsticks and lip balmsMaybelline
is the world’s number 1 makeup brand, from foundation to mascara to lipstick;
Diverse, on the pulse, inspired by the city and tested on its streets",,Maybelline,4.4 out of 5,"It leaves some.substance on the lips and does not apply well
 | Not bad | It’s good"
391,Garnier Micellar Cleansing Jelly Water With Charcoal,KSh 799,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/39/9909201/1.jpg?6983,"Get clean and refreshed skin with Garnier Micellar Cleansing Jelly Water with Charcoal. Cleanses the skin, removes makeup, and absorbs excess oilPerfect for acne-prone skin, micelles gently cleanse while charcoal absorbs excess oil. This vegan hydrating facial cleanser is approved by Cruelty Free International and contains no oil, fragrances, parabens, sulfates, or siliconeIt has also been clinically tested for safety on acne-prone skin by dermatologists and ophthalmologists.",,Garnier,4.5 out of 5,This has been my go to Cleanser all year | I like it  | It is smooth and works well.
392,USN Micronized Creatine Monohydrate 200g - 40 Servings.,"KSh 2,499",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/24/4798/1.jpg?4397,Muscular Strength and Body  Composition its purest state for 100% absorption Increased Stamina and Endurance halaal-certified increased Bioavailability,,USN,4.2 out of 5,why is the package totally different from the first I bought here.is it authentic? This online this starts to scare me | Should offer  merchandise  | I can do more reps!!
393,L'Oreal GLYCOLIC BRIGHT INSTANT GLOWING SERUM 15ML,"KSh 1,530",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/39/3194351/1.jpg?4275,FORMULATED WITH GLYCOLIC ACID & NIACINAMIDEADDS INSTANT GLOW TO THE SKINREMOVES FIVE YEARS OF DARK SPOTS IN A FEW WEEKSTACKLES HYPERPIGMENTATION & DULLNESSSUITABLE FOR ALL SKIN TYPES,,L'Oreal,4.5 out of 5,"Very effective 
 | Very good products works like magic | I love it"
394,Vaseline Dry Skin Repair Void 200ml,KSh 186,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/10/9044861/1.jpg?7986,Brand: VaselineSoothes skinRefreshes dry skinMoisturises skin,,Vaseline,4.9 out of 5,"Very hydrating  | The softness that comes after applying it fire
Vaseline did a good decision to infuse oil serum  | Top top top and top price "
395,Garnier Mineral Women Even Extra Roll-on - 50ml,KSh 300,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/57/3668/1.jpg?8525,"Offers up to 48 hours protection from the effects of sweatIt fights odours, humidity, discomfortProtects against white marks and yellow stainsanti-perspirant with naturally absorbent mineralite",50 ML,Garnier,4.4 out of 5,The authenticity  | Make it just a bit cool otherwise  kichwa nayo. | The scent is amazing and durable 
396,Garnier Micellar Cleansing Water For Sensitive Skin - 400ml,KSh 650,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/96/3668/1.jpg?7260,"Removes makeup, cleanses & soothesFor all skin types, even sensitive skinFor eyes, face, lips – no rinsingDermatologically and ophthalmologically tested400 ml",400 ML,Garnier,4.5 out of 5,Gentle on the face. Does not dry up the skin. | My go to makeup remover | The cost is fair compared to the market.
397,NIVEA Radiant & Beauty Even Glow Body Lotion For Women - 400ml - Pack Of 2,"KSh 1,275",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/70/5704861/1.jpg?9868,Brand: NiveaProvides up to 48 hour nourishment for dry skinFor radiant and even skin toneReduces the appearance of dark spots,,NIVEA,4.2 out of 5,Its good bad very thin in texture | It's nice for even tone | Am glowing 
398,L'Oreal Glycolic Bright Glowing Cream Night 50ml,"KSh 1,620",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/09/3194351/1.jpg?2725,Enriched with glycolic acid to reduce dark spotsInfused with vitamin E to repair the skinHelps accelerate the skin renewal process for a youthful lookProvides deeply nourishing properties that leave your skin glowing,,L'Oreal,4.5 out of 5,"Yet to see the results  | The best night skin care
 | Very great product it helps alot with skin matters "
399,Garnier Skin Active Pure Charcoal Black Tissue Face Mask,KSh 350,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/45/269252/1.jpg?1212,Dermatologically testedIntensely rehydratesEasy to apply and removeReduces appearance of fine lines & tightens poresSuitable for sensitive skin,,Garnier,4.4 out of 5,Reduced the pores | Love  | It works
400,Baby Diaper Backpack Nappy Bag Diaper Backpack Baby Bag,"KSh 1,499",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/91/446342/1.jpg?2641,All in OnePracticalBaby Diaper Bagwith Separate Pocket,,Not Available,0 out of 5,
401,Miniso Childhood Color Blocking Backpack Tote Bag - Pink,"KSh 2,331",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/94/600217/1.jpg?7298,High QualityAffordableEasy to useExcellent product,"18""",Miniso,0 out of 5,
402,Aworky Limited Fashion Kids Multifunction Baby Walker - Blue,"KSh 3,800",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/78/1101271/1.jpg?8353,"Transform as a push walker, when the child start to walkFoot onto the activity jumper for more funAdjustable level with security lockHigh back cushion seat for better supportCompact design, occupies little spaceStoppers prevent accidental fall on stairs, ensuring safetyFun activities stimulates baby's brain developmentSuitable form 6 months ",6MONTHS - 3YEARS,Aworky Limited,0 out of 5,
403,Adora Baby Special - 250g,KSh 180,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/07/999176/1.jpg?8651,"Brand: AdoraPerfect for skin use, hair & scalpPerfect for braids separation250g",,Adora,5 out of 5,"Lovely I highly recommend,plus delivery was on time only 2days ,the pick up shop is very welcoming"
404,Go Turkey BABY FULL PORTABLE DIAPER CHANGING PAD,"KSh 2,799",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/89/4422881/1.jpg?8395,Not Available,Grey,Go Turkey,0 out of 5,
405,Bata PATENT TOUGHEES,"KSh 2,199",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/06/6558161/1.jpg?7468,Fastening: LacedToe cap: BoxyStyle: Closed and formal,EU 27 | EU 28 | EU 29 | EU 31 | EU 32 | EU 33,Bata,5 out of 5,
406,Aworky Limited Baby Grooming Care Set - Nail Clippers Set For Children - 4pcs,KSh 425,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/48/541212/1.jpg?7949,"100% safe for babySecure designed for infant's little fingernailsQuantity and type: 4pcs Material: ABS, stainless steel ",,Aworky Limited,4.6 out of 5,Lovely product | Nice for kids | i ordered it and was delivered successfully. the person i ordered for loved it.
407,Go Turkey Baby Wide Box Organizer,"KSh 1,899",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/53/9773881/1.jpg?4791,Not Available,Baby Blue | Baby Pink,Go Turkey,0 out of 5,
408,Foldable Kids Interactive Baby Walker - Blue,"KSh 3,550",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/91/039282/1.jpg?2706,For ages 6 Months+Easy to assemble.It will give your child a sense of independence and keeps your hand freeHeight adjustable walker and features a high back seat for added support,,Not Available,4.1 out of 5,Comfortable. | Object missing some connectable parts | Good  product though light material
409,Go Turkey TRANSPARENT ORGANIZER,KSh 999,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/56/3383881/1.jpg?2294,Not Available,TRANSPARENT,Go Turkey,0 out of 5,
410,Miniso Barbie Collection Fabric Storage Box with 3 Side Pockets,KSh 529,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/99/7003002/1.jpg?7730,"Spacious and Practical: The roomy main compartment can store a variety of items, from toys and books to laundry and crafting supplies. It's a great way to declutter any room in the house, from bedrooms and playrooms to living rooms.Convenient Side Pockets: Three handy side pockets provide additional storage for smaller items that might otherwise get lost in the main compartment. Think keys, headphones, makeup brushes, or art supplies.Durable and Foldable: Made from high-quality fabric that's both sturdy and lightweight, this box can handle everyday use. Plus, it folds flat for easy storage when not in use, saving space when not needed.Easy to Maintain: The fabric is easy to clean with a damp cloth, making it a practical choice for any room.",Pink,Miniso,0 out of 5,
411,Portable & Foldable Baby Bassinet/Sleeping Nest/ Cot/ Mosquito Net - Blue,KSh 999,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/27/394512/1.jpg?5645,"Large and very affordable Can be folded to create more space when not in useVery portable. You can take it to up-country, camping, beach, and visitations or even work. Travel with your baby net wherever you and your baby goes.Use daily to prevent baby fall and keep insects away. No need for mosquito coils and sprays which affect the baby.Breathable clear-view mesh allows for full airflow and an unobstructed view ",,Not Available,5 out of 5,Just love it the way it is
412,Bata New Toughees Slip on,"KSh 1,999",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/02/0061261/1.jpg?1277,Not Available,EU 27 | EU 28 | EU 29 | EU 31 | EU 32 | EU 33,Bata,5 out of 5,
413,Miniso We Bare Bears Collection 5.0 Soft Toothbrush  - 3 Count,KSh 359,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/68/0945691/1.jpg?2686,Value Pack: Getting three toothbrushes at once is convenient and cost-effective for parents.Motivates Brushing: The fun design can help make brushing time less of a chore for both kids and parents.Soft and Gentle: The soft bristles ensure a gentle clean without harming children's gums.Colorful Design: The We Bare Bears characters add a splash of color to the bathroom routine.,"Multicolored, 3 Pieces",Miniso,0 out of 5,
414,Bata TOUGHEES VELCRO,"KSh 1,999",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/56/6154261/1.jpg?7386,Not Available,UK 9 | UK 1 | UK 10 | UK 11 | UK 12 | UK 13,Bata,5 out of 5,
415,Soother Chain Soft Teether Pacifier Toy For Infant Kids,KSh 360,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/16/023112/1.jpg?0421,Provides teething reliefCrinkle soundBreathable fabricAdjustable velcro strapMachine washable / dryableSmaller teething part better fits baby's mouthProtect from self scratching,,Not Available,3.7 out of 5,The clip is quite strong but the rest of it is low quality. My baby doesn't like the nipple on the pacifier. Too soft and small. I'll be using the clip tho for other pacifiers | Awesome | Good  I like it
416,Home-Baby Suction Cup Bowl Slip-Resistant Temperature Sensing Spoon Set,KSh 480,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/66/444512/1.jpg?4642,"Age Group:> 6 monthsCapacity:1.2LClassification:Dinnerware SetColor:Yellow, RedDinnerware Type:Dishes & PlatesFeature:Eco-Friendly,Stocked",,Not Available,5 out of 5,It's of good quality but doesn't have a folk as the photo suggest
417,Temperature Sensing  Spoon And Fork  Set- BPA Free Multicolour,KSh 300,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/89/541212/1.jpg?7948,Great for small mouthsSoft an smooth for babies mouthSterilisable SpoonUnbreakable. Hand wash only/Not dis,,Not Available,4.2 out of 5,"It's good | The rider was very professional and humble, also delivered earlier than stated . Am a happy client | It's 
sensing ability"
418,Baby Care Grooming Kit,KSh 620,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/94/023112/1.jpg?0242,"Baby Grooming KitBaby's Grooming: Soft Brush, Comb, Nail Clipper, Nail File and TweezerBaby's Health: Digital Thermometer, Medicine Dropper and Nasal AspiratorStylish Travel Storage Case!",,Not Available,3.8 out of 5,Nice and perfect | The nail cutter spoilt as I was trying to use it. U
419,Aworky Limited Baby Bassinet/Sleeping Nest/ Cot/ Mosquito Net - Pink,KSh 999,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/36/339262/1.jpg?4588,"Large and very affordable Can be folded to create more space when not in useVery portable. You can take it to up-country, camping, beach, and visitations or even work. Travel with your baby net wherever you and your baby goes.Use daily to prevent baby fall and keep insects away. No need for mosquito coils and sprays which affect the baby.Breathable clear-view mesh allows for full airflow and an unobstructed view ",,Aworky Limited,4.5 out of 5,"""This thing is a beast! It's got serious size and lasts for ages. Trust me, you won't be disappointed."" | As I expected | i like it"
